event_id,user_id,org_id,event_timestamp,transformation_type,input_word_count
tt_9no0bijv8943,user_0236,org_018,2025-11-29 17:39:00+0000,shorten,488
tt_pcdnwsbkh2m3,user_0222,org_016,2025-11-15 15:14:00+0000,bulletise,629
tt_i24sujwmsvnr,user_0234,org_017,2025-09-28 08:57:00+0000,tone_change,450
tt_zj02k6t845q7,user_0021,org_002,2025-11-29 19:21:00+0000,summarise,394
tt_qympzxj7nvvh,user_0170,org_012,2025-11-19 17:12:00+0000,tone_change,652
tt_dqk24aqinyay,user_0186,org_013,2025-11-16 16:39:00+0000,improve_clarity,560
tt_m5omiwd0f2zx,user_0174,org_013,2025-10-20 20:05:00+0000,expand,506
tt_uk0vu11c1wzk,user_0197,org_014,2025-10-26 13:19:00+0000,shorten,10
tt_0s6syp808bnt,user_0249,org_018,2025-11-12 10:57:00+0000,improve_clarity,176
tt_8oq7i089g0ou,user_0094,org_008,2025-10-18 13:16:00+0000,summarise,149
tt_9rp3vh6gxo0p,user_0254,org_019,2025-10-29 09:25:00+0000,rewrite,666
tt_4jrai37proce,user_0135,org_010,2025-11-02 16:45:00+0000,bulletise,77
tt_nfc37v80yn4o,user_0021,org_002,2025-11-30 18:30:00+0000,bulletise,585
tt_j7dt233uvnwv,user_0192,org_014,2025-11-26 13:39:00+0000,tone_change,564
tt_uhhtqulc56rc,user_0354,org_025,2025-10-17 15:08:00+0000,shorten,291
tt_nyzbozq4q1ke,user_0083,org_007,2025-11-03 14:49:00+0000,rewrite,48
tt_nw1q0gvikbp4,user_0323,org_023,2025-11-08 17:26:00+0000,summarise,23
tt_90ar08sqwz3g,user_0207,org_016,2025-09-27 07:52:00+0000,expand,658
tt_jii0ke7ddd40,user_0168,org_012,2025-11-22 19:36:00+0000,rewrite,313
tt_kexg6yyheipr,user_0145,org_011,2025-11-11 09:26:00+0000,summarise,609
tt_p3p2l732jh73,user_0322,org_023,2025-11-18 07:42:00+0000,rewrite,673
tt_jp4c36gv5exf,user_0206,org_015,2025-11-30 09:51:00+0000,summarise,53
tt_s98krffmqkf9,user_0303,org_022,2025-10-10 15:39:00+0000,summarise,455
tt_uenoe7vo79iv,user_0228,org_017,2025-10-14 09:45:00+0000,shorten,29
tt_s3sby04k0l3b,user_0177,org_013,2025-11-27 13:59:00+0000,tone_change,496
tt_1057n4iqaq17,user_0046,org_004,2025-10-28 13:55:00+0000,bulletise,190
tt_alio5qmdfugj,user_0178,org_013,2025-10-17 08:30:00+0000,tone_change,281
tt_snig6ehtel4m,user_0141,org_010,2025-11-28 14:06:00+0000,summarise,442
tt_h96m73n2d48s,user_0326,org_023,2025-10-27 14:19:00+0000,shorten,94
tt_rgcl3elm3xx2,user_0327,org_023,2025-10-22 11:41:00+0000,summarise,157
tt_w5uysusu1dij,user_0094,org_008,2025-10-25 11:17:00+0000,shorten,402
tt_3ge3v7tv4jfr,user_0119,org_009,2025-10-23 11:50:00+0000,improve_clarity,34
tt_1x4ec0dzqcgf,user_0326,org_023,2025-09-29 19:18:00+0000,expand,87
tt_kicsymnt34hm,user_0051,org_004,2025-11-29 09:17:00+0000,improve_clarity,35
tt_x8duebna7bh1,user_0212,org_016,2025-10-22 18:08:00+0000,bulletise,300
tt_5qe2r8dehnrp,user_0091,org_007,2025-09-30 09:00:00+0000,improve_clarity,663
tt_vxyc2yanl6up,user_0250,org_019,2025-10-19 18:10:00+0000,shorten,599
tt_sqasru8bcm5t,user_0135,org_010,2025-09-18 15:17:00+0000,summarise,148
tt_d99ggj7eeakf,user_0096,org_008,2025-11-29 17:36:00+0000,shorten,480
tt_4x6r9stprkdm,user_0054,org_004,2025-11-08 19:34:00+0000,improve_clarity,256
tt_d4x4zeo8sltb,user_0176,org_013,2025-11-19 10:51:00+0000,improve_clarity,116
tt_7wb4ohjfl53d,user_0299,org_022,2025-10-10 15:49:00+0000,shorten,386
tt_bvxfu81ms694,user_0049,org_004,2025-10-05 11:22:00+0000,tone_change,377
tt_nqh6twemjjnb,user_0119,org_009,2025-10-03 11:53:00+0000,bulletise,515
tt_fsmrtiwd2uyg,user_0036,org_003,2025-11-24 12:28:00+0000,bulletise,312
tt_37xrnrmepsv6,user_0027,org_002,2025-10-06 16:50:00+0000,shorten,32
tt_28ws52bi7in9,user_0322,org_023,2025-11-05 16:01:00+0000,summarise,580
tt_1jn2fmyfdhk5,user_0058,org_005,2025-11-28 08:55:00+0000,improve_clarity,546
tt_p4jljek3o7i3,user_0143,org_010,2025-11-19 09:14:00+0000,summarise,690
tt_b2bzuoquzmvf,user_0226,org_016,2025-10-06 18:42:00+0000,bulletise,317
tt_gskh3mkml2mx,user_0265,org_020,2025-10-26 14:15:00+0000,summarise,397
tt_87mjhy79qot3,user_0063,org_005,2025-10-22 17:52:00+0000,rewrite,138
tt_0kjeu4y7tlf7,user_0083,org_007,2025-10-25 11:23:00+0000,improve_clarity,317
tt_4ce6qa7f8ww2,user_0293,org_022,2025-11-14 08:24:00+0000,expand,346
tt_6kqbtp20fr6m,user_0059,org_005,2025-11-03 19:20:00+0000,rewrite,199
tt_4u3iy6ekziaa,user_0095,org_008,2025-11-08 09:41:00+0000,shorten,317
tt_29r9qm4khsrn,user_0314,org_023,2025-11-07 11:16:00+0000,rewrite,633
tt_m4sui690zzk8,user_0313,org_023,2025-11-04 09:24:00+0000,summarise,323
tt_1utgu4664nmd,user_0228,org_017,2025-10-30 08:38:00+0000,bulletise,330
tt_u0o7021c2j4j,user_0110,org_008,2025-11-03 17:02:00+0000,summarise,442
tt_qtnhufpyegz5,user_0048,org_004,2025-11-07 07:23:00+0000,improve_clarity,312
tt_4mlvssrf8prz,user_0265,org_020,2025-10-20 13:30:00+0000,tone_change,20
tt_iwdhnmg0luwd,user_0164,org_012,2025-11-05 15:52:00+0000,tone_change,310
tt_hzifhm0sh4uz,user_0250,org_019,2025-11-17 17:57:00+0000,summarise,363
tt_i30uyzgje1fw,user_0061,org_005,2025-09-16 08:05:00+0000,tone_change,399
tt_iaj8jr78icvl,user_0024,org_002,2025-10-31 09:16:00+0000,expand,97
tt_lrwpg4nxo8co,user_0050,org_004,2025-11-09 08:51:00+0000,improve_clarity,378
tt_45h1sejqqhd3,user_0190,org_014,2025-11-30 14:30:00+0000,bulletise,289
tt_zns1yesb1dyk,user_0216,org_016,2025-11-17 18:46:00+0000,improve_clarity,31
tt_7wlv72o9vokk,user_0307,org_022,2025-10-18 09:15:00+0000,rewrite,589
tt_3gerriz8oowj,user_0255,org_019,2025-11-18 19:46:00+0000,bulletise,682
tt_w0fixuk5thpj,user_0181,org_013,2025-10-17 09:21:00+0000,expand,14
tt_gdx6n1whl6t8,user_0061,org_005,2025-11-07 15:01:00+0000,summarise,699
tt_u03ptd9k1dzt,user_0222,org_016,2025-10-07 18:14:00+0000,tone_change,212
tt_jc52or7h6qxc,user_0338,org_024,2025-10-14 14:12:00+0000,bulletise,188
tt_7usc2g5wvzhr,user_0137,org_010,2025-11-12 09:09:00+0000,rewrite,83
tt_1e5ws6n8secz,user_0142,org_010,2025-11-16 19:45:00+0000,expand,416
tt_5dg3y6vmwjc7,user_0342,org_025,2025-11-24 10:13:00+0000,improve_clarity,21
tt_8agsvebrjbmr,user_0139,org_010,2025-11-16 18:18:00+0000,bulletise,294
tt_ax73m1llok1x,user_0208,org_016,2025-11-30 13:41:00+0000,expand,483
tt_8bqe9idssa7a,user_0110,org_008,2025-10-23 07:48:00+0000,bulletise,258
tt_ov3c69btjde2,user_0162,org_012,2025-10-24 14:18:00+0000,summarise,655
tt_xy5vdae5f79w,user_0157,org_012,2025-11-20 13:49:00+0000,expand,56
tt_xirr6vkxjjjv,user_0212,org_016,2025-10-26 16:55:00+0000,tone_change,541
tt_r9bxc9nhvwpa,user_0210,org_016,2025-10-21 15:39:00+0000,tone_change,398
tt_8uef5hwgmi1g,user_0022,org_002,2025-11-28 18:32:00+0000,rewrite,370
tt_yv8a4detw50u,user_0288,org_021,2025-10-03 09:09:00+0000,rewrite,165
tt_zlxb7giorfzc,user_0012,org_001,2025-11-06 13:23:00+0000,tone_change,463
tt_aluvllahwy9z,user_0092,org_007,2025-11-05 11:35:00+0000,shorten,374
tt_6z2y1cee3d5p,user_0138,org_010,2025-11-13 13:29:00+0000,improve_clarity,467
tt_pmphhg66nppc,user_0093,org_007,2025-11-24 19:54:00+0000,tone_change,72
tt_u9c6lkhawy4a,user_0249,org_018,2025-11-02 13:39:00+0000,bulletise,118
tt_nh023zvkfz8r,user_0255,org_019,2025-11-09 09:57:00+0000,improve_clarity,554
tt_huh3g6g8glq0,user_0254,org_019,2025-11-27 11:47:00+0000,rewrite,12
tt_xa8tf7wtm3n4,user_0309,org_022,2025-10-24 15:37:00+0000,rewrite,345
tt_ywq59agwowav,user_0281,org_021,2025-11-06 14:03:00+0000,improve_clarity,468
tt_69e1rjrg4dud,user_0154,org_011,2025-09-26 10:29:00+0000,improve_clarity,184
tt_uomi999evdsu,user_0045,org_004,2025-10-26 11:23:00+0000,improve_clarity,111
tt_l4301uweklp1,user_0228,org_017,2025-10-07 15:15:00+0000,shorten,166
tt_mfqg78r4bdp4,user_0141,org_010,2025-10-17 08:57:00+0000,shorten,447
tt_dux7z2bfzvp9,user_0287,org_021,2025-10-31 16:19:00+0000,rewrite,489
tt_42y7nuot9mll,user_0167,org_012,2025-11-30 18:40:00+0000,expand,404
tt_t145ua9co55a,user_0281,org_021,2025-11-12 16:20:00+0000,tone_change,649
tt_gd4fljijfl8c,user_0201,org_015,2025-11-05 20:03:00+0000,bulletise,378
tt_rub9qb6gxjf6,user_0144,org_010,2025-11-27 13:32:00+0000,expand,540
tt_m7g2uhvyeopk,user_0196,org_014,2025-11-03 12:35:00+0000,summarise,591
tt_v8asxmqn5gwa,user_0306,org_022,2025-10-14 07:26:00+0000,improve_clarity,641
tt_qnzucdzehjiw,user_0237,org_018,2025-10-09 18:52:00+0000,shorten,396
tt_48yn2tcb6j6d,user_0068,org_006,2025-11-25 09:18:00+0000,rewrite,330
tt_9xzxdghoob6t,user_0157,org_012,2025-11-20 14:07:00+0000,summarise,173
tt_m6ixtqcyg21d,user_0203,org_015,2025-11-01 10:22:00+0000,bulletise,207
tt_70e6j94awasz,user_0236,org_018,2025-10-31 08:52:00+0000,summarise,694
tt_wec5g6p706b4,user_0144,org_010,2025-10-24 17:19:00+0000,tone_change,533
tt_lqi25s5tegqt,user_0147,org_011,2025-10-15 14:29:00+0000,shorten,551
tt_x0peb49kyaf6,user_0130,org_010,2025-10-26 13:29:00+0000,expand,314
tt_0ajfykktp83m,user_0306,org_022,2025-11-12 12:03:00+0000,shorten,76
tt_8e6plui46hdv,user_0015,org_001,2025-11-19 07:22:00+0000,summarise,254
tt_0tcw5oj6n0x4,user_0354,org_025,2025-10-05 18:59:00+0000,tone_change,207
tt_otw7za15xx72,user_0226,org_016,2025-10-06 18:46:00+0000,improve_clarity,232
tt_319wqltv1iki,user_0226,org_016,2025-10-09 16:51:00+0000,shorten,645
tt_ybv4llfhhu3r,user_0302,org_022,2025-11-07 16:43:00+0000,summarise,584
tt_fe8fgkvtr43i,user_0031,org_002,2025-10-21 11:09:00+0000,rewrite,443
tt_ac3wittz6vtv,user_0168,org_012,2025-11-12 19:50:00+0000,summarise,68
tt_29nqh31b57tq,user_0124,org_009,2025-11-07 09:26:00+0000,expand,541
tt_9fw3uxvpuadl,user_0237,org_018,2025-09-18 15:09:00+0000,summarise,511
tt_q3etf0gs6oer,user_0060,org_005,2025-11-17 08:06:00+0000,improve_clarity,432
tt_wgib86ntc4zu,user_0228,org_017,2025-11-16 18:13:00+0000,improve_clarity,46
tt_7zgkcqwvczw2,user_0119,org_009,2025-09-29 17:58:00+0000,summarise,596
tt_qkhw1uh85mms,user_0317,org_023,2025-10-02 19:50:00+0000,rewrite,294
tt_wbcbp1ustsol,user_0074,org_006,2025-10-29 16:25:00+0000,expand,251
tt_ae6ync3lsppk,user_0153,org_011,2025-11-15 18:36:00+0000,shorten,174
tt_91988ksyz0h2,user_0294,org_022,2025-09-20 16:23:00+0000,bulletise,200
tt_4wjlse0s73cf,user_0264,org_020,2025-11-13 16:32:00+0000,improve_clarity,59
tt_zxlwn7nf1red,user_0293,org_022,2025-11-28 14:08:00+0000,expand,457
tt_cnxr0mmy630v,user_0094,org_008,2025-09-26 13:39:00+0000,bulletise,539
tt_yiwxi5mtrynj,user_0059,org_005,2025-09-21 12:16:00+0000,shorten,361
tt_0iykmvhud3nx,user_0219,org_016,2025-11-16 19:56:00+0000,summarise,211
tt_u7d2xg770xdh,user_0008,org_001,2025-10-22 19:42:00+0000,expand,679
tt_jns5zcptz5hv,user_0307,org_022,2025-10-26 11:26:00+0000,shorten,265
tt_fyey3m0nq8ut,user_0007,org_001,2025-11-04 13:40:00+0000,improve_clarity,348
tt_8olppqckfhd6,user_0158,org_012,2025-10-30 09:00:00+0000,expand,623
tt_v5fhswoyr7oj,user_0049,org_004,2025-09-25 09:03:00+0000,shorten,344
tt_wzqn6aspa9jz,user_0225,org_016,2025-10-03 13:27:00+0000,expand,497
tt_bzcw13280fuo,user_0340,org_025,2025-11-14 16:27:00+0000,expand,520
tt_5tmay24qakwc,user_0090,org_007,2025-11-24 11:40:00+0000,summarise,647
tt_cfle3b16uh80,user_0254,org_019,2025-11-15 13:04:00+0000,expand,217
tt_tod90kju9pxe,user_0271,org_020,2025-11-02 15:01:00+0000,shorten,226
tt_yxflai4jx5p0,user_0162,org_012,2025-10-17 10:30:00+0000,expand,603
tt_558zdh996v1f,user_0097,org_008,2025-10-07 12:22:00+0000,rewrite,25
tt_wh98uqjazmi5,user_0303,org_022,2025-11-19 14:18:00+0000,rewrite,31
tt_0k0m2l2ugd5o,user_0216,org_016,2025-10-29 17:38:00+0000,tone_change,486
tt_yikz8qh9oolh,user_0166,org_012,2025-11-07 16:34:00+0000,rewrite,657
tt_xci900nkix0l,user_0303,org_022,2025-10-24 18:02:00+0000,bulletise,663
tt_dximip4qmzzm,user_0214,org_016,2025-10-18 10:01:00+0000,bulletise,132
tt_alf8sxe2czyn,user_0060,org_005,2025-10-06 08:34:00+0000,tone_change,623
tt_c48jahgimkzq,user_0100,org_008,2025-10-25 17:08:00+0000,bulletise,654
tt_z33b339ts15s,user_0110,org_008,2025-10-04 19:17:00+0000,expand,434
tt_39mv9mj9strn,user_0202,org_015,2025-11-17 20:10:00+0000,bulletise,229
tt_hbr5yn6ytnss,user_0276,org_021,2025-11-27 07:15:00+0000,tone_change,566
tt_9tyflpgb0oqb,user_0291,org_021,2025-11-02 07:58:00+0000,improve_clarity,119
tt_92krakkk0wgs,user_0288,org_021,2025-10-13 16:12:00+0000,expand,547
tt_qixe2bqd1fbr,user_0137,org_010,2025-11-22 19:43:00+0000,improve_clarity,435
tt_572868mhb3yt,user_0214,org_016,2025-10-09 09:36:00+0000,expand,64
tt_y5jlg7zghwyb,user_0290,org_021,2025-10-24 17:39:00+0000,rewrite,667
tt_rxse0cwxqarj,user_0154,org_011,2025-11-06 15:06:00+0000,expand,180
tt_oyp130wgn5xa,user_0145,org_011,2025-11-17 14:29:00+0000,improve_clarity,207
tt_jysmx0rejf39,user_0152,org_011,2025-11-25 08:56:00+0000,rewrite,328
tt_ka2sf3rueix6,user_0050,org_004,2025-10-23 13:18:00+0000,tone_change,215
tt_ec1rcjch0kf0,user_0180,org_013,2025-11-17 12:02:00+0000,bulletise,685
tt_ydmmj68kcre8,user_0139,org_010,2025-10-15 09:03:00+0000,shorten,59
tt_c4v1arzwf36n,user_0225,org_016,2025-09-27 17:39:00+0000,summarise,138
tt_opk9u6z9hyyt,user_0070,org_006,2025-10-30 11:42:00+0000,tone_change,65
tt_vhhsv268400o,user_0228,org_017,2025-09-23 10:21:00+0000,bulletise,467
tt_r09xosmd77lp,user_0251,org_019,2025-11-23 12:37:00+0000,shorten,373
tt_5xq9b2q0u7co,user_0209,org_016,2025-11-19 12:16:00+0000,summarise,474
tt_3k560r06fsu5,user_0110,org_008,2025-11-17 16:34:00+0000,summarise,599
tt_zcjadw3sp9qo,user_0152,org_011,2025-11-16 12:38:00+0000,bulletise,661
tt_jim1xkpdcg4w,user_0294,org_022,2025-11-03 16:39:00+0000,shorten,381
tt_2wbx75uhna27,user_0024,org_002,2025-11-18 15:15:00+0000,bulletise,416
tt_sh57ns4y6tm7,user_0128,org_009,2025-10-30 17:40:00+0000,expand,338
tt_kv6r9du6l372,user_0159,org_012,2025-10-17 07:15:00+0000,improve_clarity,109
tt_chk8mtpfg442,user_0257,org_019,2025-09-28 12:03:00+0000,improve_clarity,129
tt_86zudnmopg8u,user_0016,org_001,2025-11-28 16:42:00+0000,bulletise,383
tt_fytakqjorn20,user_0327,org_023,2025-10-07 19:44:00+0000,shorten,269
tt_1lf1poc0p3cw,user_0276,org_021,2025-11-15 16:12:00+0000,expand,583
tt_fgklj68xooyq,user_0256,org_019,2025-10-22 17:16:00+0000,shorten,601
tt_h8bzkuk94s31,user_0148,org_011,2025-10-14 07:59:00+0000,bulletise,610
tt_79wph4qwe0af,user_0250,org_019,2025-10-19 09:33:00+0000,tone_change,557
tt_mi15is07f87w,user_0168,org_012,2025-11-23 17:07:00+0000,expand,94
tt_vu5ckeowqqt5,user_0316,org_023,2025-10-09 17:38:00+0000,improve_clarity,288
tt_156spswy0wd8,user_0105,org_008,2025-09-30 07:22:00+0000,summarise,205
tt_xn5aprm5eq2z,user_0110,org_008,2025-10-31 13:47:00+0000,bulletise,209
tt_cc63hptjtglu,user_0156,org_012,2025-11-15 10:55:00+0000,bulletise,358
tt_j4xybrxfx3at,user_0008,org_001,2025-11-08 16:49:00+0000,improve_clarity,359
tt_whr2pieta2iw,user_0070,org_006,2025-11-06 17:03:00+0000,tone_change,466
tt_th8bluesnmpq,user_0262,org_020,2025-10-21 11:43:00+0000,tone_change,64
tt_6s5jw2xu2684,user_0166,org_012,2025-10-23 18:34:00+0000,summarise,39
tt_21cls9mypidg,user_0142,org_010,2025-11-11 13:49:00+0000,bulletise,192
tt_t6rw5ac1zjp4,user_0354,org_025,2025-10-10 08:38:00+0000,improve_clarity,226
tt_0eu4lgt51wr6,user_0249,org_018,2025-10-29 18:08:00+0000,expand,424
tt_hvj13ai5zxq6,user_0212,org_016,2025-11-03 10:54:00+0000,improve_clarity,580
tt_84vddkvnzl74,user_0164,org_012,2025-10-04 13:48:00+0000,rewrite,96
tt_k9jryx4b18b9,user_0017,org_001,2025-11-11 11:01:00+0000,tone_change,556
tt_vnmwe92ijl4f,user_0152,org_011,2025-11-09 11:36:00+0000,bulletise,553
tt_jxagmrtzqrca,user_0152,org_011,2025-11-28 07:04:00+0000,rewrite,140
tt_j75c96jxj08f,user_0052,org_004,2025-11-17 13:25:00+0000,bulletise,176
tt_usnd1u5qe3c4,user_0151,org_011,2025-10-31 11:22:00+0000,rewrite,230
tt_4qfw4bz91ls6,user_0152,org_011,2025-11-10 11:56:00+0000,improve_clarity,548
tt_uhd8tp7d5tp4,user_0321,org_023,2025-11-24 12:56:00+0000,summarise,48
tt_bkbpil9wkmnx,user_0210,org_016,2025-10-15 12:49:00+0000,tone_change,621
tt_bj1loy98flfb,user_0158,org_012,2025-10-10 15:23:00+0000,rewrite,621
tt_n5olj9jtqg76,user_0156,org_012,2025-10-23 08:54:00+0000,improve_clarity,375
tt_n3x0el2t3wbl,user_0351,org_025,2025-11-10 07:21:00+0000,bulletise,554
tt_gwz1fdaweei9,user_0341,org_025,2025-11-13 10:50:00+0000,expand,56
tt_jy7t9oswpmjr,user_0162,org_012,2025-11-25 15:12:00+0000,rewrite,676
tt_w4pvoraqgeqe,user_0255,org_019,2025-11-10 14:22:00+0000,shorten,115
tt_834wm3s9debc,user_0180,org_013,2025-10-29 18:34:00+0000,expand,130
tt_12gse2gf5m7g,user_0213,org_016,2025-11-30 10:48:00+0000,bulletise,231
tt_edtq7op8nqn4,user_0341,org_025,2025-11-11 15:28:00+0000,bulletise,502
tt_7hb1es3uoooa,user_0326,org_023,2025-11-13 15:10:00+0000,bulletise,500
tt_x1fno79lqane,user_0341,org_025,2025-09-28 15:36:00+0000,summarise,319
tt_i2a4b1vy4yfg,user_0145,org_011,2025-11-10 12:24:00+0000,rewrite,554
tt_2sqgpe49umf6,user_0186,org_013,2025-10-03 16:51:00+0000,bulletise,166
tt_oshvi2jm4p9b,user_0061,org_005,2025-11-28 10:54:00+0000,shorten,103
tt_hh9d4j8huarl,user_0142,org_010,2025-11-15 15:20:00+0000,improve_clarity,242
tt_3so30tfk5owx,user_0201,org_015,2025-11-08 17:38:00+0000,improve_clarity,382
tt_haq633wiphy3,user_0196,org_014,2025-11-07 10:28:00+0000,rewrite,424
tt_gtpy7kqvynnw,user_0051,org_004,2025-11-16 19:13:00+0000,tone_change,456
tt_zbyie1h6mfm0,user_0348,org_025,2025-11-26 19:35:00+0000,shorten,685
tt_71z5qseti9fw,user_0047,org_004,2025-10-25 19:48:00+0000,tone_change,429
tt_n52pfda26bs8,user_0293,org_022,2025-10-14 07:55:00+0000,shorten,94
tt_ffyrijq5p9kl,user_0106,org_008,2025-11-07 14:13:00+0000,tone_change,196
tt_9n4bxz30hp01,user_0190,org_014,2025-11-11 07:16:00+0000,summarise,389
tt_h35sa0v7bzve,user_0047,org_004,2025-11-15 12:29:00+0000,tone_change,124
tt_og497ocrvsf6,user_0030,org_002,2025-11-08 19:09:00+0000,improve_clarity,639
tt_8yr9lox0xvx9,user_0266,org_020,2025-09-24 17:08:00+0000,improve_clarity,541
tt_j6f5uecz93jv,user_0061,org_005,2025-09-19 15:00:00+0000,expand,531
tt_9zsidkg27ard,user_0298,org_022,2025-10-16 18:52:00+0000,shorten,481
tt_vqvlvkmmjbyy,user_0087,org_007,2025-11-05 07:56:00+0000,bulletise,85
tt_zfbw39kzj4na,user_0218,org_016,2025-10-19 13:27:00+0000,improve_clarity,294
tt_dw9jiqd8nq7v,user_0096,org_008,2025-10-19 11:47:00+0000,bulletise,274
tt_2p1a7iphu2de,user_0352,org_025,2025-11-11 11:15:00+0000,expand,31
tt_igymiy2lsgg0,user_0283,org_021,2025-11-14 14:01:00+0000,improve_clarity,650
tt_5phtmj1t6bia,user_0248,org_018,2025-09-21 15:34:00+0000,summarise,546
tt_o3e6duf2fdwe,user_0332,org_024,2025-11-10 14:36:00+0000,shorten,316
tt_iswzvxv3ed5b,user_0055,org_005,2025-10-29 16:50:00+0000,expand,150
tt_thzwkgml0z6a,user_0294,org_022,2025-11-22 12:17:00+0000,bulletise,518
tt_3qe8nvn439en,user_0003,org_001,2025-11-28 10:53:00+0000,summarise,465
tt_wdhjn0epa611,user_0113,org_009,2025-11-07 18:25:00+0000,summarise,431
tt_z6j9xp5vkvwh,user_0190,org_014,2025-11-11 16:08:00+0000,expand,338
tt_ngzglnby7uqt,user_0143,org_010,2025-11-21 09:24:00+0000,expand,454
tt_u3tmgzyht45a,user_0062,org_005,2025-11-09 15:20:00+0000,rewrite,154
tt_c6v4ro5140rg,user_0232,org_017,2025-10-23 10:14:00+0000,improve_clarity,511
tt_aabl08kjie4w,user_0304,org_022,2025-11-29 16:27:00+0000,tone_change,51
tt_4utgnd2meifn,user_0059,org_005,2025-09-08 10:17:00+0000,bulletise,442
tt_tmexmllps4rl,user_0110,org_008,2025-11-20 13:48:00+0000,expand,186
tt_has221ki2ykc,user_0123,org_009,2025-09-26 11:11:00+0000,summarise,682
tt_jon04zj3insn,user_0127,org_009,2025-11-06 09:58:00+0000,summarise,144
tt_aqfblo04v7uh,user_0309,org_022,2025-11-25 09:19:00+0000,bulletise,74
tt_o55tlzg5y6qn,user_0242,org_018,2025-11-30 11:19:00+0000,improve_clarity,256
tt_5qv67fn3rr20,user_0070,org_006,2025-11-22 16:12:00+0000,expand,371
tt_n8z8o9y31k42,user_0206,org_015,2025-11-05 14:08:00+0000,expand,17
tt_edttvoeq5lgo,user_0269,org_020,2025-10-26 15:31:00+0000,tone_change,46
tt_g2au02b5o5y6,user_0226,org_016,2025-10-29 19:36:00+0000,bulletise,69
tt_33n85kxk7yz7,user_0138,org_010,2025-11-13 13:32:00+0000,expand,61
tt_krqd5744ru3c,user_0321,org_023,2025-11-03 08:35:00+0000,bulletise,530
tt_xoapkqn6cuzr,user_0111,org_008,2025-11-18 18:22:00+0000,expand,658
tt_g5v2nvkha0t3,user_0025,org_002,2025-11-08 17:54:00+0000,expand,556
tt_luifrb6w77z2,user_0094,org_008,2025-10-11 17:03:00+0000,shorten,695
tt_7zpdrd8av9kr,user_0037,org_003,2025-11-10 16:07:00+0000,rewrite,156
tt_ofyjffy7mq8d,user_0222,org_016,2025-10-10 10:07:00+0000,improve_clarity,649
tt_9iz3m5ialce1,user_0075,org_006,2025-11-15 16:27:00+0000,improve_clarity,68
tt_ak38hy00hb48,user_0154,org_011,2025-11-03 14:19:00+0000,shorten,606
tt_y9s2cabrwqts,user_0232,org_017,2025-11-28 09:49:00+0000,shorten,271
tt_ucf7w39y5p0f,user_0050,org_004,2025-11-17 09:53:00+0000,rewrite,480
tt_rmn41r7cx7m5,user_0021,org_002,2025-10-22 18:39:00+0000,summarise,462
tt_qpwhtyzjpiyf,user_0028,org_002,2025-10-21 11:29:00+0000,rewrite,99
tt_078kxibk7cka,user_0010,org_001,2025-11-14 17:38:00+0000,shorten,598
tt_kj5ncigbc3fu,user_0226,org_016,2025-10-10 15:08:00+0000,tone_change,184
tt_d00rlrdtyy78,user_0226,org_016,2025-11-28 13:55:00+0000,shorten,246
tt_mphs4ca9cdlp,user_0110,org_008,2025-10-05 14:07:00+0000,shorten,439
tt_zn573vjt6tcj,user_0025,org_002,2025-10-11 17:26:00+0000,rewrite,698
tt_e5fcbv35b12g,user_0176,org_013,2025-11-28 13:47:00+0000,improve_clarity,683
tt_ksakxhkebk79,user_0279,org_021,2025-11-09 14:20:00+0000,bulletise,223
tt_ifwsq8qiohk1,user_0066,org_005,2025-10-27 07:44:00+0000,improve_clarity,302
tt_zap1v1xhcicw,user_0066,org_005,2025-10-05 19:44:00+0000,shorten,582
tt_nhh3pikpnde3,user_0299,org_022,2025-10-31 14:49:00+0000,expand,286
tt_e332m2l6u7rg,user_0311,org_023,2025-11-29 11:40:00+0000,bulletise,495
tt_irutb7jqxyij,user_0174,org_013,2025-10-17 08:04:00+0000,rewrite,171
tt_u2lrkp7zlp7e,user_0224,org_016,2025-11-14 09:57:00+0000,expand,161
tt_6eljc2tr11an,user_0020,org_001,2025-11-28 11:59:00+0000,summarise,647
tt_3s7jn2txsslh,user_0200,org_015,2025-10-15 11:33:00+0000,bulletise,392
tt_cn75yfoosx13,user_0234,org_017,2025-11-02 17:19:00+0000,improve_clarity,219
tt_8f22ejpkc0xt,user_0014,org_001,2025-11-28 07:43:00+0000,bulletise,222
tt_tdr2kz1eazsw,user_0128,org_009,2025-11-02 08:25:00+0000,shorten,492
tt_ubmr81mzap79,user_0021,org_002,2025-10-14 14:11:00+0000,expand,263
tt_j688nunfc3tw,user_0244,org_018,2025-11-11 11:48:00+0000,rewrite,504
tt_jp48f3ofcko6,user_0266,org_020,2025-11-16 18:02:00+0000,improve_clarity,337
tt_i6s7pk67ilpl,user_0010,org_001,2025-11-29 14:53:00+0000,shorten,638
tt_rrkm71l92w0z,user_0236,org_018,2025-10-21 08:17:00+0000,bulletise,133
tt_ouzcjtym5u19,user_0152,org_011,2025-11-02 14:24:00+0000,bulletise,54
tt_312vxt5vc5id,user_0321,org_023,2025-10-29 18:23:00+0000,expand,182
tt_j0peyc844m7v,user_0197,org_014,2025-11-25 19:58:00+0000,summarise,327
tt_0xlhad7qneid,user_0350,org_025,2025-11-08 17:19:00+0000,shorten,121
tt_skomxkczuisa,user_0239,org_018,2025-11-11 14:08:00+0000,improve_clarity,308
